p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
DYNC1I2	7.31850733561864e-60	0.293483214929147	0.549	0.249	1.2823488553471e-55	12	DYNC1I2
RNASEH2C1	2.04257330249404e-59	0.263668689028313	0.499	0.212	3.57899694063006e-55	12	RNASEH2C
MAP41	2.05306207708916e-59	0.280650673886506	0.505	0.215	3.59737537147563e-55	12	MAP4
EIF4G1	3.13280646673258e-59	0.269868104270975	0.499	0.213	5.48930349100882e-55	12	EIF4G1
RSF1	3.92865810472364e-59	0.267961356285815	0.553	0.247	6.88379473109676e-55	12	RSF1
NME31	8.21541147020817e-59	0.278980096304175	0.553	0.252	1.43950439780988e-54	12	NME3
NDUFC22	4.13652016999139e-58	0.306723930693825	0.736	0.412	7.24801064185891e-54	12	NDUFC2
MTDH1	6.50194138026733e-58	0.327635113662118	0.819	0.543	1.13927016865044e-53	12	MTDH
CFH4	9.58827977468795e-58	0.344661445474849	0.384	0.14	1.68005838212082e-53	12	CFH
RPS83	2.94543687333334e-57	0.389610973282023	0.996	0.989	5.16099448945467e-53	12	RPS8
EIF4B	4.47573046542221e-56	0.297148259315747	0.711	0.382	7.84237492151279e-52	12	EIF4B
RBM17	5.51983630408393e-56	0.269131635507712	0.507	0.226	9.67185717201586e-52	12	RBM17
PCBP2	1.70479362882312e-55	0.324030950739898	0.741	0.428	2.98713939642388e-51	12	PCBP2
NAP1L11	1.98073448612875e-55	0.330277057062944	0.801	0.491	3.4706429665948e-51	12	NAP1L1
SRSF4	1.72008078790511e-54	0.261154388911603	0.549	0.252	3.01392555656734e-50	12	SRSF4
BST23	1.91185684977574e-54	0.357477693519863	0.801	0.508	3.34995557217704e-50	12	BST2
TAGLN22	3.77000797096603e-54	0.322708823149776	0.842	0.551	6.60580796672669e-50	12	TAGLN2
JAK11	1.82261497696031e-53	0.305335564285555	0.758	0.441	3.19358596262986e-49	12	JAK1
GTF2I2	1.92480062201363e-53	0.289109761065421	0.685	0.364	3.37263564989229e-49	12	GTF2I
CEMIP21	2.14102802424588e-53	0.251902900380579	0.413	0.16	3.75150930408363e-49	12	CEMIP2
NASP	5.76892876173475e-53	0.280140934014472	0.579	0.279	1.01083169763116e-48	12	NASP
RPL153	9.5334787464874e-53	0.328036737397899	0.998	0.984	1.67045614595952e-48	12	RPL15
HIF1A2	1.20144687087235e-52	0.321551633103893	0.629	0.326	2.10517520714253e-48	12	HIF1A
CLTA4	2.79722797548109e-52	0.289444620668272	0.732	0.414	4.90130285863797e-48	12	CLTA
ITM2B2	3.16785158731846e-52	0.283641804055061	0.991	0.927	5.55070955129941e-48	12	ITM2B
SLC2A33	6.54796739179829e-52	0.287700817544793	0.628	0.303	1.1473348463909e-47	12	SLC2A3
TPM32	8.11981888232358e-52	0.304300626772508	0.933	0.693	1.42275466456074e-47	12	TPM3
IGFBP23	9.19812452786967e-52	0.274257631788556	0.443	0.179	1.61169537977332e-47	12	IGFBP2
G3BP1	1.17269111698375e-50	0.274292155826395	0.518	0.246	2.05478937517893e-46	12	G3BP1
ARL4A	1.83725619590089e-50	0.304323946598918	0.488	0.222	3.21924030645754e-46	12	ARL4A
ENY2	1.91331387894886e-50	0.284918606007937	0.648	0.352	3.35250857869419e-46	12	ENY2
HMGB11	1.97317176078796e-50	0.261957616433292	0.989	0.892	3.45739155925266e-46	12	HMGB1
BRK1	4.94796523289786e-50	0.289043896682042	0.661	0.37	8.66982468108363e-46	12	BRK1
MIDN1	1.30612749966282e-49	0.280441040050295	0.601	0.302	2.2885966049092e-45	12	MIDN
TMOD31	1.88643357475032e-49	0.269395666325977	0.631	0.328	3.30540890967751e-45	12	TMOD3
RABAC13	3.22241936101622e-49	0.287593797229591	0.728	0.419	5.64632320437262e-45	12	RABAC1
HSP90AB11	1.99982898054862e-48	0.285915667167956	0.985	0.903	3.50410033971728e-44	12	HSP90AB1
GADD45GIP1	2.45767720055541e-48	0.275448480099816	0.592	0.312	4.30634199081319e-44	12	GADD45GIP1
ARGLU12	4.07407492061985e-48	0.372197934869267	0.741	0.467	7.1385940759101e-44	12	ARGLU1
CSNK1A12	4.22276005813624e-48	0.277424516788651	0.732	0.423	7.39912017386632e-44	12	CSNK1A1
RPS63	6.06755636471307e-48	0.30720386487906	1	0.983	1.06315722622502e-43	12	RPS6
EEF1A15	1.9295164717196e-47	0.302050162731434	1	0.992	3.38089876174709e-43	12	EEF1A1
AP2M12	2.08710859247236e-47	0.264549781071236	0.598	0.313	3.65703167573007e-43	12	AP2M1
SYNE22	6.24471465608679e-47	0.300365561632921	0.73	0.406	1.09419890203953e-42	12	SYNE2
SERF22	8.88914684041983e-46	0.2732312173555	0.994	0.977	1.55755630937836e-41	12	SERF2
EIF4G2	1.11039322282583e-45	0.298212284702735	0.866	0.643	1.94563100503542e-41	12	EIF4G2
ATP1A14	2.63572808227631e-45	0.279301756942145	0.605	0.322	4.61832274576456e-41	12	ATP1A1
DYNLL12	1.32540850672858e-44	0.26786340833353	0.95	0.817	2.32238078548981e-40	12	DYNLL1
RPL313	4.17714190983711e-44	0.312922793030201	0.994	0.979	7.31918805441658e-40	12	RPL3
NCOA72	3.25090007210291e-43	0.294085172475753	0.471	0.229	5.69622710633872e-39	12	NCOA7
RTN42	6.05155916477921e-43	0.264706362614197	0.665	0.381	1.06035419685261e-38	12	RTN4
ARF1	6.53233264494054e-43	0.259626524238447	0.726	0.436	1.14459532604648e-38	12	ARF1
ADIRF3	7.37126231931464e-43	0.295290127322853	0.367	0.151	1.29159258359031e-38	12	ADIRF
HLA-E2	3.35456204920533e-42	0.28907538613903	0.993	0.861	5.87786362261759e-38	12	HLA-E
LUC7L3	1.1807470330586e-41	0.255837790886874	0.611	0.331	2.06890495132529e-37	12	LUC7L3
SEC11A2	1.49237959594976e-41	0.268315382610397	0.672	0.404	2.61494752802317e-37	12	SEC11A
ARHGAP182	2.17853900138323e-41	0.251905227398881	0.43	0.193	3.8172360382237e-37	12	ARHGAP18
MYL12B	2.71369267446012e-40	0.273755940337421	0.952	0.849	4.75493230418903e-36	12	MYL12B
EEF23	3.011896041472e-40	0.254878240514326	0.907	0.744	5.27744424386723e-36	12	EEF2
ACTN12	1.23453533763867e-39	0.301599786752666	0.372	0.167	2.16315281861047e-35	12	ACTN1
HSP90B15	3.99261562852188e-39	0.276598943992329	0.914	0.754	6.99586110429604e-35	12	HSP90B1
PABPC11	8.20810234404579e-38	0.282456445970718	0.94	0.857	1.4382236927237e-33	12	PABPC1
PARK72	3.62035883487718e-36	0.258837977697026	0.786	0.548	6.3435927504718e-32	12	PARK7
YBX12	4.29925592139679e-36	0.25378295798274	0.935	0.811	7.53315622547145e-32	12	YBX1
RPS282	1.24404088694265e-35	0.291601970142232	0.998	0.993	2.17980844210091e-31	12	RPS28
IFITM12	2.47847741983665e-35	0.312523730767626	0.559	0.303	4.34278813503778e-31	12	IFITM1
SLC6A6	1.30339478032532e-34	0.306057307609648	0.274	0.111	2.28380833408603e-30	12	SLC6A6
RPL54	4.08256693472522e-34	0.259424617643835	0.994	0.961	7.15347378302554e-30	12	RPL5
CALM11	2.35482332942538e-33	0.256423921560488	0.989	0.922	4.12612143781915e-29	12	CALM1
RPL233	2.73437607305857e-30	0.298155997599328	0.972	0.909	4.79117375521323e-26	12	RPL23
MT-CYB3	4.38465309082457e-30	0.28377326074072	0.996	0.986	7.68278914574282e-26	12	MT-CYB
RPS234	1.54357996869903e-29	0.264299593953145	1	0.982	2.70466082115443e-25	12	RPS23
C20orf85	0	2.31770574250814	0.938	0.001	0	13	C20orf85
C9orf24	0	1.89696806806173	0.79	0.002	0	13	C9orf24
TPPP3	0	1.82014385202671	0.852	0.022	0	13	TPPP3
C11orf88	0	1.74503466554466	0.802	0	0	13	C11orf88
TMEM190	0	1.60632462913277	0.679	0.001	0	13	TMEM190
C1orf194	0	1.44837406032432	0.753	0.001	0	13	C1orf194
RSPH1	0	1.42587555345327	0.704	0.005	0	13	RSPH1
PIFO	0	1.36995157474987	0.716	0.004	0	13	PIFO
SNTN	0	1.35143343741453	0.593	0	0	13	SNTN
C9orf116	0	1.2741141056532	0.642	0.011	0	13	C9orf116
FAM183A	0	1.23562201255176	0.593	0.004	0	13	FAM183A
C5orf49	0	1.20516105823587	0.58	0.002	0	13	C5orf49
LRRIQ1	0	1.15403137829049	0.568	0.004	0	13	LRRIQ1
CCDC170	0	1.12859740715492	0.654	0.016	0	13	CCDC170
CAPSL	0	0.952097396185523	0.556	0.001	0	13	CAPSL
ERICH3	0	0.906523709921724	0.531	0.007	0	13	ERICH3
FOXJ1	0	0.897316400013472	0.457	0.006	0	13	FOXJ1
ZMYND10	0	0.896586975712904	0.605	0.002	0	13	ZMYND10
MORN5	0	0.883077819219941	0.531	0.001	0	13	MORN5
DYDC2	0	0.862325015320744	0.469	0.001	0	13	DYDC2
ROPN1L	0	0.848091965854617	0.469	0.006	0	13	ROPN1L
ECRG4	0	0.832789881274968	0.494	0.008	0	13	ECRG4
CFAP53	0	0.81547566436354	0.432	0.005	0	13	CFAP53
ENKUR	0	0.796692329175356	0.42	0.002	0	13	ENKUR
C11orf97	0	0.792776339093802	0.444	0	0	13	C11orf97
FAM81B	0	0.764098577779487	0.469	0	0	13	FAM81B
CFAP126	0	0.763884942507491	0.37	0.001	0	13	CFAP126
DYNLRB2	0	0.760792348931195	0.432	0.004	0	13	DYNLRB2
DNAH12	0	0.740788302518316	0.432	0.001	0	13	DNAH12
WDR38	0	0.735235816528543	0.506	0	0	13	WDR38
MNS1	0	0.723285704857908	0.469	0.011	0	13	MNS1
EFCAB1	0	0.716683932777373	0.494	0.001	0	13	EFCAB1
CFAP43	0	0.715083334879236	0.494	0.002	0	13	CFAP43
CCDC113	0	0.711172663352785	0.457	0.006	0	13	CCDC113
HYDIN	0	0.704811784557406	0.432	0.006	0	13	HYDIN
PPIL6	0	0.699901304199745	0.481	0.005	0	13	PPIL6
ARMC3	0	0.692185693385826	0.42	0.001	0	13	ARMC3
CCDC39	0	0.673093213400955	0.358	0.001	0	13	CCDC39
RSPH4A	0	0.660915252133212	0.407	0.001	0	13	RSPH4A
LDLRAD1	0	0.656985641354153	0.494	0.01	0	13	LDLRAD1
CCDC78	0	0.646094269660828	0.506	0.003	0	13	CCDC78
TUBA4B	0	0.642450007527417	0.42	0	0	13	TUBA4B
C9orf135	0	0.642076005973622	0.432	0	0	13	C9orf135
WDR78	0	0.629569695284162	0.519	0.006	0	13	WDR78
MS4A8	0	0.605683355662125	0.42	0.004	0	13	MS4A8
FAM216B	0	0.602656241519833	0.42	0	0	13	FAM216B
DRC1	0	0.594941862714392	0.383	0.001	0	13	DRC1
LRRC46	0	0.594674968296239	0.432	0.001	0	13	LRRC46
TEKT1	0	0.588836868582711	0.395	0	0	13	TEKT1
RSPH9	0	0.586968756699991	0.395	0.002	0	13	RSPH9
AKAP14	0	0.582204428498383	0.407	0	0	13	AKAP14
DNAH9	0	0.567327213548051	0.383	0.001	0	13	DNAH9
DNAH7	0	0.563145280304163	0.333	0.005	0	13	DNAH7
UBXN10	0	0.562480978527305	0.42	0.006	0	13	UBXN10
SAXO2	0	0.558656086705462	0.444	0.003	0	13	SAXO2
CFAP157	0	0.552735448691142	0.395	0.001	0	13	CFAP157
CFAP45	0	0.552468696662245	0.395	0.002	0	13	CFAP45
OMG	0	0.552122025369822	0.309	0.002	0	13	OMG
CFAP73	0	0.538582894146602	0.395	0.001	0	13	CFAP73
DNAH11	0	0.53418997431476	0.37	0.005	0	13	DNAH11
ZBBX	0	0.510772183552217	0.358	0	0	13	ZBBX
C1orf189	0	0.510291350098316	0.395	0	0	13	C1orf189
SPAG6	0	0.502055495943975	0.309	0.001	0	13	SPAG6
CTXN1	0	0.497077778871546	0.395	0.006	0	13	CTXN1
CCDC173	0	0.493364712060323	0.333	0.002	0	13	CCDC173
ANKRD66	0	0.488085595399051	0.395	0	0	13	ANKRD66
CDHR3	0	0.484299429031061	0.358	0.004	0	13	CDHR3
CFAP300	0	0.48374071777712	0.309	0.005	0	13	CFAP300
DNAH5	0	0.47951976556494	0.309	0.001	0	13	DNAH5
DNAH6	0	0.470976575848431	0.346	0.002	0	13	DNAH6
CCDC17	0	0.470043752390909	0.395	0.003	0	13	CCDC17
CDHR4	0	0.449497473310836	0.37	0	0	13	CDHR4
EFCAB10	0	0.448723055754275	0.358	0.001	0	13	EFCAB10
MAP3K19	0	0.448696362394247	0.333	0.001	0	13	MAP3K19
STK33	0	0.444647234615791	0.358	0.005	0	13	STK33
SPATA17	0	0.438524847646117	0.37	0.003	0	13	SPATA17
TEX26	0	0.433570696789037	0.284	0	0	13	TEX26
VWA3B	0	0.433490561092548	0.321	0	0	13	VWA3B
AK7	0	0.431889194250927	0.395	0.002	0	13	AK7
FAM166B	0	0.423270496636398	0.358	0.002	0	13	FAM166B
RGS22	0	0.416133235280225	0.346	0.002	0	13	RGS22
WDR63	0	0.408023282163153	0.284	0.001	0	13	WDR63
CFAP221	0	0.407543166926276	0.309	0.002	0	13	CFAP221
C2orf50	0	0.405199249381822	0.333	0.004	0	13	C2orf50
STOML3	0	0.401287950710529	0.284	0	0	13	STOML3
LRRC10B	0	0.400593487689483	0.296	0.001	0	13	LRRC10B
CASC1	0	0.39880612943531	0.284	0.002	0	13	CASC1
PPP1R42	0	0.392668566572293	0.259	0	0	13	PPP1R42
TEKT2	0	0.39202771207773	0.296	0.001	0	13	TEKT2
RIIAD1	0	0.384380452598265	0.309	0	0	13	RIIAD1
DNAAF3	0	0.383445935475318	0.346	0.001	0	13	DNAAF3
CFAP57	0	0.382192384695726	0.321	0.002	0	13	CFAP57
CFAP52	0	0.375647784455088	0.296	0.001	0	13	CFAP52
DNAH10	0	0.367190506457642	0.321	0.001	0	13	DNAH10
CFAP46	0	0.36596275921932	0.284	0.002	0	13	CFAP46
C6orf118	0	0.358954008178755	0.284	0	0	13	C6orf118
C2orf73	0	0.358286335527194	0.272	0.001	0	13	C2orf73
NWD1	0	0.357058981388222	0.296	0.002	0	13	NWD1
CFAP77	0	0.350456253226943	0.333	0	0	13	CFAP77
TMEM232	0	0.347761157467452	0.309	0.003	0	13	TMEM232
ARMC4	0	0.341241726959454	0.259	0	0	13	ARMC4
CCDC187	0	0.340574268216996	0.333	0.001	0	13	CCDC187
CABCOCO1	0	0.330883274594242	0.284	0.002	0	13	CABCOCO1
C7orf57	0	0.323675695085342	0.321	0	0	13	C7orf57
CFAP47	0	0.323622274855088	0.284	0	0	13	CFAP47
CCDC40	0	0.320821712912632	0.309	0.003	0	13	CCDC40
DNAI1	0	0.315000887390143	0.284	0	0	13	DNAI1
PACRG	0	0.304776120495243	0.272	0.001	0	13	PACRG
PIH1D3	0	0.287682072451781	0.296	0	0	13	PIH1D3
C11orf16	0	0.287361473998594	0.284	0	0	13	C11orf16
TTC29	0	0.26896321897576	0.259	0	0	13	TTC29
CFAP74	0	0.268722766924747	0.272	0	0	13	CFAP74
BAIAP3	0	0.265522252110832	0.259	0.003	0	13	BAIAP3
SMIM6	3.87460178660372e-300	0.412936982825498	0.296	0.004	6.78907725048703e-296	13	SMIM6
IGHV3-30	9.74426119069079e-292	0.397208009138393	0.37	0.007	1.70738944583284e-287	13	IGHV3-30
CCDC153	1.57988734777447e-281	0.362315112164659	0.296	0.005	2.76827861077043e-277	13	CCDC153
RP1	8.2497134577588e-281	0.467463037138472	0.309	0.005	1.4455147920685e-276	13	RP1
NEK5	2.1146727791366e-278	0.361252610404545	0.321	0.006	3.70532964360316e-274	13	NEK5
FILIP1	1.07792856764467e-277	0.31967707594366	0.259	0.004	1.88874643622698e-273	13	FILIP1
C17orf97	1.68226562789888e-267	0.457060913549096	0.37	0.008	2.94766583320441e-263	13	C17orf97
AC007906.2	7.42413117155392e-261	0.815804948038741	0.531	0.017	1.30085626387968e-256	13	AC007906.2
SPATA18	1.22586988787734e-258	0.621530939246435	0.469	0.014	2.14796921753867e-254	13	SPATA18
FAM227A	2.4997987393532e-257	0.354502388783979	0.272	0.004	4.38014735109468e-253	13	FAM227A
DNAJB13	1.14565227899859e-248	0.292605902769096	0.259	0.004	2.00741192326132e-244	13	DNAJB13
DNALI1	4.59172611951722e-237	0.86104210990838	0.494	0.017	8.04562250661808e-233	13	DNALI1
DRC3	8.05443092437207e-220	0.443159573953039	0.296	0.006	1.41129738656847e-215	13	DRC3
AGR3	1.56465562636686e-218	1.12226877828083	0.642	0.031	2.74158958852001e-214	13	AGR3
NME5	6.20971023059444e-213	0.654267638862837	0.42	0.013	1.08806542660476e-208	13	NME5
CCDC65	1.18877880803828e-202	0.335941055295508	0.259	0.005	2.08297822744467e-198	13	CCDC65
DNAAF1	5.93842590190511e-200	0.795118197231134	0.432	0.015	1.04053098653181e-195	13	DNAAF1
CFAP44	6.88440672747489e-200	0.468109266282155	0.383	0.012	1.20628574678815e-195	13	CFAP44
LRTOMT	5.69550670526654e-194	0.416894279497121	0.321	0.008	9.97966684896803e-190	13	LRTOMT
TMEM231	2.85099970509324e-193	0.408823552666032	0.321	0.008	4.99552168326437e-189	13	TMEM231
BBOF1	3.60112552218774e-191	0.483815314576951	0.37	0.011	6.30989213997736e-187	13	BBOF1
CC2D2A	3.45452235725968e-188	0.469323723753809	0.358	0.011	6.05301407439041e-184	13	CC2D2A
FAM92B	1.44254129777788e-183	0.554938965720626	0.358	0.011	2.5276208619664e-179	13	FAM92B
DNAAF4	8.71588559736365e-181	0.534363512068843	0.457	0.019	1.52719747437006e-176	13	DNAAF4
METTL27	5.04071269716762e-178	0.358892586504443	0.309	0.008	8.8323367879771e-174	13	METTL27
RRAD	1.6757969858859e-172	0.946811496808951	0.506	0.024	2.93633147866928e-168	13	RRAD
OSCP1	2.24032757587788e-170	0.324238908471322	0.296	0.008	3.92550197845323e-166	13	OSCP1
TCTEX1D1	2.13890410477021e-165	0.351156749594111	0.272	0.007	3.74778777237837e-161	13	TCTEX1D1
SPACA9	3.76528739495651e-161	0.379586078242765	0.358	0.013	6.59753657344279e-157	13	SPACA9
CD164L2	3.38724475973691e-159	0.313682522038742	0.309	0.009	5.93513026801102e-155	13	CD164L2
CFAP54	1.6565679441721e-158	0.359316450026736	0.272	0.007	2.90263835177836e-154	13	CFAP54
NPHP1	4.26085995731468e-143	0.381089937110717	0.321	0.011	7.46587881720679e-139	13	NPHP1
SPA17	3.03552302684858e-142	0.841376619312955	0.469	0.025	5.31884344764409e-138	13	SPA17
SPAG17	2.04639145136183e-141	0.637373555300841	0.383	0.017	3.58568710107619e-137	13	SPAG17
CAPS3	4.12094586728658e-139	2.49965292032287	0.889	0.101	7.22072134865954e-135	13	CAPS
MORN2	1.62845707881623e-124	1.13810468914599	0.667	0.059	2.8533824935018e-120	13	MORN2
CEP126	1.91663655098177e-120	0.624690110231301	0.395	0.021	3.35833056463025e-116	13	CEP126
LRRC6	8.21565215514434e-120	0.370400888888112	0.309	0.013	1.43954657062439e-115	13	LRRC6
CCDC146	3.95047171372509e-113	1.05322573915847	0.556	0.045	6.92201653678911e-109	13	CCDC146
CETN2	5.63393527631862e-107	1.36974996353515	0.753	0.09	9.87178139116549e-103	13	CETN2
TSPAN15	1.57845884801756e-106	1.32283978908779	0.827	0.107	2.76577559349637e-102	13	TSPAN1
SPEF2	3.04651732913054e-105	0.639955703203419	0.407	0.026	5.33810766410253e-101	13	SPEF2
FAM229B	1.09713350406745e-104	0.726180907221523	0.407	0.026	1.92239732582699e-100	13	FAM229B
SLC34A23	1.631218070439e-101	1.08180777269879	0.84	0.104	2.85822030302322e-97	13	SLC34A2
MOK	4.1377350562707e-97	0.430445750029862	0.333	0.018	7.25013936559753e-93	13	MOK
KIF9	3.49083132750385e-96	0.797747862889889	0.494	0.041	6.11663465205224e-92	13	KIF9
C21orf58	4.58451892531832e-95	0.439201420052159	0.37	0.023	8.03299406094276e-91	13	C21orf58
IGFBP72	1.33432651052823e-94	1.09839690248765	0.914	0.137	2.33800691174757e-90	13	IGFBP7
CCDC74A	4.24149213341855e-94	0.332161042046693	0.321	0.017	7.43194251617598e-90	13	CCDC74A
NEK11	1.29097874080913e-89	0.265608860123023	0.259	0.012	2.26205294964577e-85	13	NEK11
EFHC1	4.44055450692013e-89	0.642556890810973	0.407	0.03	7.78073960702546e-85	13	EFHC1
MAP1A	3.46168384398635e-88	0.368939310656754	0.309	0.017	6.06556243143288e-84	13	MAP1A
CCDC30	8.26858835753591e-88	0.434156257871907	0.346	0.022	1.44882205200744e-83	13	CCDC30
FBXW9	2.98692142832914e-87	0.265450582186637	0.259	0.012	5.23368372671831e-83	13	FBXW9
SAA23	5.7703664200248e-87	1.77626250711162	0.84	0.131	1.01108360411675e-82	13	SAA2
SLC44A42	6.88771639739636e-85	0.878850516517052	0.679	0.085	1.20686566715179e-80	13	SLC44A4
FHAD1	5.60464626191847e-84	0.427802011659633	0.321	0.02	9.82046118013354e-80	13	FHAD1
IFTAP	1.0703774333333e-83	0.367792252474206	0.358	0.024	1.87551533868661e-79	13	IFTAP
B9D1	3.21502948092675e-83	0.341606485739124	0.296	0.017	5.63337465647985e-79	13	B9D1
SAA42	1.40759807625744e-82	0.673513382112303	0.444	0.037	2.46639334921829e-78	13	SAA4
CHST9	1.97879075122248e-81	0.383748518360559	0.333	0.022	3.46723715429203e-77	13	CHST9
TCTN1	6.24374063839778e-80	0.436436168298315	0.42	0.035	1.09402823466006e-75	13	TCTN1
DYNC2H1	6.31694760489057e-80	0.564188808435443	0.383	0.029	1.10685555932892e-75	13	DYNC2H1
C14orf132	2.32319140416685e-78	0.33150536451163	0.296	0.018	4.07069597838115e-74	13	C14orf132
VSTM2L1	4.49935406096669e-77	0.364904370457276	0.346	0.024	7.88376818562584e-73	13	VSTM2L
CLDN33	7.32122464607759e-77	1.02914507219837	0.728	0.103	1.28282498248572e-72	13	CLDN3
MLF1	1.01228064800727e-76	0.559189548091654	0.494	0.049	1.77371815143835e-72	13	MLF1
SMIM223	9.95089432353824e-76	0.995047849611095	0.778	0.128	1.74359570337037e-71	13	SMIM22
ODF3B	1.43109741745476e-74	1.05031809900214	0.593	0.077	2.50756889486423e-70	13	ODF3B
KIAA1211L	2.16365966689998e-74	0.490914273925093	0.432	0.039	3.79116446834214e-70	13	KIAA1211L
SPATA6	2.48322807464648e-74	0.370504956607988	0.37	0.029	4.35111223239557e-70	13	SPATA6
RPGRIP1L	6.880504238541e-74	0.278812945107497	0.284	0.017	1.20560195267715e-69	13	RPGRIP1L
LTF2	1.21068306535181e-71	1.2156374083234	0.691	0.101	2.12135886710944e-67	13	LTF
COBL	1.29665087251045e-71	0.293014429768846	0.309	0.021	2.27199165881281e-67	13	COBL
PIGR3	1.11386375594213e-69	1.2665576555051	0.815	0.138	1.9517120731618e-65	13	PIGR
LRRC23	1.95619971582238e-69	0.488587781569779	0.346	0.027	3.42765314206398e-65	13	LRRC23
PFN2	6.94592772254452e-69	0.330587234360029	0.346	0.027	1.21706545554425e-64	13	PFN2
CDS1	1.4569072407825e-68	0.489655720037763	0.383	0.034	2.5527928672991e-64	13	CDS1
IFT22	1.4913109461044e-67	0.651576117677823	0.494	0.057	2.61307503976412e-63	13	IFT22
DPCD	3.80247485834567e-67	0.458323942627801	0.395	0.036	6.66269644679329e-63	13	DPCD
MIA2	4.64658046113895e-67	0.449006239909297	0.469	0.048	8.14173828400767e-63	13	MIA
CHST62	3.48529371772492e-66	0.496837711741341	0.469	0.05	6.10693165219761e-62	13	CHST6
SAA13	4.77019219965723e-66	1.82223731491906	0.864	0.189	8.3583307722394e-62	13	SAA1
CCN24	2.08814487381625e-65	0.752235927944538	0.519	0.061	3.65884744790083e-61	13	CCN2
KRT84	5.33670961241576e-65	1.10555131544775	0.901	0.187	9.35098258287489e-61	13	KRT8
WDR66	3.54616054039949e-64	0.397782319370469	0.358	0.031	6.21358249888798e-60	13	WDR66
MUC163	2.17914283979201e-63	0.802685951683096	0.802	0.136	3.81829408388357e-59	13	MUC16
TNFAIP8L11	8.23081737697112e-63	0.501236977568877	0.407	0.041	1.44220382079288e-58	13	TNFAIP8L1
TEX9	1.63870796459236e-62	0.525148036636972	0.395	0.039	2.87134409555873e-58	13	TEX9
CLU4	5.99313512782682e-62	0.964479812595547	0.901	0.182	1.05011713709782e-57	13	CLU
TMC53	1.35976182632011e-61	0.611695333425216	0.568	0.077	2.3825746720781e-57	13	TMC5
RARRES13	9.81137763987469e-60	1.06628366071241	0.704	0.121	1.71914959005884e-55	13	RARRES1
PLEKHS12	1.39202598118672e-59	0.627236799374005	0.556	0.077	2.43910792423537e-55	13	PLEKHS1
RSPH3	2.74156619304627e-59	0.371378400476551	0.37	0.035	4.80377228345567e-55	13	RSPH3
IGHG32	1.21910088673567e-58	1.25116888343316	0.864	0.201	2.13610857373823e-54	13	IGHG3
IQCK	1.51148423945644e-58	0.344848224477937	0.284	0.022	2.64842268437557e-54	13	IQCK
KRT183	1.55228014564345e-58	1.16654586335915	0.914	0.218	2.71990527119645e-54	13	KRT18
MUC13	1.67852369223857e-58	0.861681648240269	0.901	0.187	2.94110921354042e-54	13	MUC1
MMP73	7.40292223739981e-58	0.803775212430581	0.605	0.091	1.29714003443719e-53	13	MMP7
RFX3	2.16182204057653e-57	0.4128569978844	0.346	0.032	3.7879445794982e-53	13	RFX3
SPAG1	2.70540801706823e-57	0.585830414981932	0.407	0.045	4.74041592750695e-53	13	SPAG1
WDR54	2.02864614381519e-56	0.51807010905962	0.469	0.059	3.55459377319297e-52	13	WDR54
IQCG	5.0041358323571e-56	0.56471549907283	0.383	0.041	8.76824680545612e-52	13	IQCG
DTHD1	6.39858122618578e-56	0.465385094686496	0.395	0.042	1.12115940245227e-51	13	DTHD1
PCSK1N	3.39021333743436e-55	0.511114477756857	0.358	0.036	5.94033180985248e-51	13	PCSK1N
CLMN	6.79733283260734e-55	0.416896724089418	0.432	0.051	1.19102865892946e-50	13	CLMN
DNAL1	1.69218983785267e-54	0.330353543998693	0.309	0.027	2.96505503388545e-50	13	DNAL1
MUC5B2	2.24788863551078e-54	0.873755601626505	0.815	0.163	3.93875046714198e-50	13	MUC5B
MUC44	7.34446005783061e-54	0.656228503691752	0.815	0.162	1.28689629133308e-49	13	MUC4
PROM12	9.8190324372034e-51	0.475337946887783	0.457	0.06	1.72049086364678e-46	13	PROM1
HLA-DRB52	6.03858650659903e-50	0.667951605156441	0.654	0.115	1.05808112768628e-45	13	HLA-DRB5
WFDC23	1.80631274486565e-49	1.63426791295082	1	0.418	3.1650211915536e-45	13	WFDC2
C33	3.38594269862262e-49	0.834708788802538	0.728	0.144	5.93284879652655e-45	13	C3
IGHG42	7.53848707584989e-49	0.430448443197685	0.827	0.215	1.32089370543042e-44	13	IGHG4
IFT46	1.00802373467571e-46	0.252868832507722	0.272	0.024	1.76625918789877e-42	13	IFT46
MSX13	3.58928832082234e-46	0.561926466399979	0.543	0.089	6.2891509957449e-42	13	MSX1
TRIM23	1.46213986351385e-45	0.47592135457162	0.519	0.084	2.56196146884897e-41	13	TRIM2
CKB3	5.47843006413803e-45	0.660482878398295	0.58	0.109	9.59930515838265e-41	13	CKB
CD244	8.94927948431337e-44	1.01154785658526	0.864	0.24	1.56809275124139e-39	13	CD24
CSPP1	9.76107369868771e-44	0.485688818007215	0.407	0.057	1.71033533348406e-39	13	CSPP1
EFCAB2	3.59171140722106e-43	0.283985551676035	0.284	0.028	6.29339672773273e-39	13	EFCAB2
MAPK10	2.90064221139705e-42	0.324658030634664	0.296	0.032	5.08250528280991e-38	13	MAPK10
RABL2B	4.02726510138599e-42	0.363894045226041	0.309	0.034	7.05657391064854e-38	13	RABL2B
STEAP32	4.4823667284978e-42	0.331513011604833	0.395	0.053	7.85400298167384e-38	13	STEAP3
